ambito,ambito_id,provincia,categoria,puesto,agrupacion_id,agrupacion,votos_pct,mesas_pct,foto,ts_iso
PROVINCIA,08,ENTRE RIOS,SENADORES,2,275,PARTIDO SOCIALISTA,26.76,73.65,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,SENADORES,3,94,ALIANZA LA LIBERTAD AVANZA,8.25,73.65,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,SENADORES,4,375,FUERZA ENTRE RÍOS,6.63,73.65,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,SENADORES,5,274,AHORA 503,6.55,73.65,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,SENADORES,6,272,NUEVA IZQUIERDA,6.54,73.65,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,SENADORES,7,371,UNIÓN POPULAR FEDERAL,6.49,73.65,default.png,2025-10-23T20:44:38Z
PROVINCIA,15,NEUQUEN,SENADORES,1,99,MOVIMIENTO AL SOCIALISMO,40.47,81.05,default.png,2025-10-23T20:44:38Z
PROVINCIA,15,NEUQUEN,SENADORES,2,249,DESARROLLO CIUDADANO,26.74,81.05,default.png,2025-10-23T20:44:38Z
PROVINCIA,15,NEUQUEN,SENADORES,3,117,MÁS POR NEUQUÉN,5.63,81.05,default.png,2025-10-23T20:44:38Z
PROVINCIA,15,NEUQUEN,SENADORES,4,83,LA LIBERTAD AVANZA,5.62,81.05,default.png,2025-10-23T20:44:38Z
PROVINCIA,15,NEUQUEN,SENADORES,5,115,FUERZA PATRIA,5.59,81.05,default.png,2025-10-23T20:44:38Z
PROVINCIA,15,NEUQUEN,SENADORES,6,114,FUERZA LIBERTARIA,5.42,81.05,default.png,2025-10-23T20:44:38Z
PROVINCIA,15,NEUQUEN,SENADORES,7,118,LA NEUQUINIDAD,5.28,81.05,default.png,2025-10-23T20:44:38Z
PROVINCIA,15,NEUQUEN,SENADORES,8,81,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,5.20,81.05,default.png,2025-10-23T20:44:38Z
PROVINCIA,16,RIO NEGRO,SENADORES,1,123,MOVIMIENTO AL SOCIALISMO - MAS,40.22,78.95,default.png,2025-10-23T20:44:38Z
PROVINCIA,16,RIO NEGRO,SENADORES,2,105,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,26.73,78.95,default.png,2025-10-23T20:44:38Z
PROVINCIA,16,RIO NEGRO,SENADORES,3,120,FUERZA PATRIA,6.79,78.95,default.png,2025-10-23T20:44:38Z
PROVINCIA,16,RIO NEGRO,SENADORES,4,341,PRIMERO RÍO NEGRO,6.63,78.95,default.png,2025-10-23T20:44:38Z
PROVINCIA,16,RIO NEGRO,SENADORES,5,21,ALIANZA LA LIBERTAD AVANZA,6.56,78.95,default.png,2025-10-23T20:44:38Z
PROVINCIA,16,RIO NEGRO,SENADORES,6,119,PRO - PROPUESTA REPUBLICANA,6.56,78.95,default.png,2025-10-23T20:44:38Z
PROVINCIA,16,RIO NEGRO,SENADORES,7,342,JUNTOS DEFENDEMOS RÍO NEGRO,6.47,78.95,default.png,2025-10-23T20:44:38Z
PROVINCIA,17,SALTA,SENADORES,1,99,MOVIMIENTO AL SOCIALISMO,38.72,70.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,17,SALTA,SENADORES,2,105,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,28.68,70.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,17,SALTA,SENADORES,3,283,PRIMERO LOS SALTEÑOS,4.80,70.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,17,SALTA,SENADORES,4,83,LA LIBERTAD AVANZA,4.70,70.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,17,SALTA,SENADORES,5,335,UNIÓN CÍVICA RADICAL,4.70,70.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,17,SALTA,SENADORES,6,120,FUERZA PATRIA,4.63,70.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,17,SALTA,SENADORES,7,284,PARTIDO DE LA VICTORIA,4.61,70.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,17,SALTA,SENADORES,8,285,PARTIDO RENACER,4.55,70.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,17,SALTA,SENADORES,9,323,POLÍTICA OBRERA,4.53,70.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,22,SANTIAGO DEL ESTERO,SENADORES,1,158,UNITE POR LA LIBERTAD Y LA DIGNIDAD,38.54,78.98,default.png,2025-10-23T20:44:38Z
PROVINCIA,22,SANTIAGO DEL ESTERO,SENADORES,2,272,NUEVA IZQUIERDA,26.58,78.98,default.png,2025-10-23T20:44:38Z
PROVINCIA,22,SANTIAGO DEL ESTERO,SENADORES,3,83,LA LIBERTAD AVANZA,9.23,78.98,default.png,2025-10-23T20:44:38Z
PROVINCIA,22,SANTIAGO DEL ESTERO,SENADORES,4,289,HACEMOS POR SANTIAGO,6.46,78.98,default.png,2025-10-23T20:44:38Z
PROVINCIA,22,SANTIAGO DEL ESTERO,SENADORES,5,150,FRENTE FUERZA PATRIA PERONISTA,6.39,78.98,default.png,2025-10-23T20:44:38Z
PROVINCIA,22,SANTIAGO DEL ESTERO,SENADORES,6,355,FRENTE CÍVICO POR SANTIAGO,6.38,78.98,default.png,2025-10-23T20:44:38Z
PROVINCIA,22,SANTIAGO DEL ESTERO,SENADORES,7,156,DESPIERTA SANTIAGO,6.38,78.98,default.png,2025-10-23T20:44:38Z
PROVINCIA,24,TIERRA DEL FUEGO,SENADORES,1,11,FRENTE PATRIOTA FEDERAL,38.79,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,24,TIERRA DEL FUEGO,SENADORES,2,246,DEFENDAMOS TIERRA DEL FUEGO,26.77,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,24,TIERRA DEL FUEGO,SENADORES,3,247,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,7.53,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,24,TIERRA DEL FUEGO,SENADORES,4,120,FUERZA PATRIA,6.85,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,24,TIERRA DEL FUEGO,SENADORES,5,244,PROVINCIAS UNIDAS,6.78,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,24,TIERRA DEL FUEGO,SENADORES,6,21,ALIANZA LA LIBERTAD AVANZA,6.64,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,24,TIERRA DEL FUEGO,SENADORES,7,245,PARTIDO FRENTE GRANDE,6.60,77.04,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,1,262,ALIANZA NUEVOS AIRES,37.94,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,2,253,LIBER.AR,26.75,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,3,11,FRENTE PATRIOTA FEDERAL,15.81,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,4,263,MOVIMIENTO AVANZADA SOCIALISTA,4.42,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,5,265,MOVIMIENTO POLÍTICO SOCIAL Y CULTURAL PROYECTO SUR,1.37,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,6,110,ALIANZA LA LIBERTAD AVANZA,1.37,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,7,317,ALIANZA UNIÓN FEDERAL,1.37,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,8,315,UNIÓN LIBERAL,1.37,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,9,248,ALIANZA FUERZA PATRIA,1.36,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,10,252,PARTIDO NUEVO BUENOS AIRES,1.36,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,11,259,ALIANZA PROVINCIAS UNIDAS,1.36,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,12,258,PROPUESTA FEDERAL PARA EL CAMBIO,1.36,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,13,316,COALICIÓN CÍVICA - A.R.I.,1.36,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,14,260,ALIANZA POTENCIA,1.36,79.06,default.png,2025-10-23T20:44:38Z
PBA,PBA,Provincia de Buenos Aires,DIPUTADOS,15,372,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1.36,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,1,262,ALIANZA NUEVOS AIRES,37.94,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,2,253,LIBER.AR,26.75,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,3,11,FRENTE PATRIOTA FEDERAL,15.81,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,4,263,MOVIMIENTO AVANZADA SOCIALISTA,4.42,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,5,265,MOVIMIENTO POLÍTICO SOCIAL Y CULTURAL PROYECTO SUR,1.37,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,6,110,ALIANZA LA LIBERTAD AVANZA,1.37,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,7,317,ALIANZA UNIÓN FEDERAL,1.37,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,8,315,UNIÓN LIBERAL,1.37,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,9,248,ALIANZA FUERZA PATRIA,1.36,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,10,252,PARTIDO NUEVO BUENOS AIRES,1.36,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,11,259,ALIANZA PROVINCIAS UNIDAS,1.36,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,12,258,PROPUESTA FEDERAL PARA EL CAMBIO,1.36,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,13,316,COALICIÓN CÍVICA - A.R.I.,1.36,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,14,260,ALIANZA POTENCIA,1.36,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,02,BUENOS AIRES,DIPUTADOS,15,372,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1.36,79.06,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,1,15,INTEGRAR,35.52,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,2,8,MOVIMIENTO PLURAL,24.74,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,3,12,PARTIDO SOCIALISTA AUTÉNTICO,15.79,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,4,16,INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR,4.87,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,5,4,ALIANZA POTENCIA,1.48,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,6,31,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1.48,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,7,3,LA IZQUIERDA EN LA CIUDAD,1.47,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,8,120,FUERZA PATRIA,1.47,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,9,7,PARTIDO FEDERAL,1.46,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,10,267,HAGAMOS FUTURO,1.46,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,11,14,MOVIMIENTO DE JUBILADOS Y JUVENTUD,1.46,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,12,2,GEN,1.46,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,13,359,UNIÓN DEL CENTRO DEMOCRÁTICO,1.46,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,14,6,ALIANZA LA LIBERTAD AVANZA,1.45,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,15,11,FRENTE PATRIOTA FEDERAL,1.45,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,16,13,PARTIDO COMUNISTA,1.45,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,01,CAPITAL FEDERAL,DIPUTADOS,17,268,CIUDADANOS UNIDOS,1.45,79.91,default.png,2025-10-23T20:44:38Z
PROVINCIA,03,CATAMARCA,DIPUTADOS,1,323,POLÍTICA OBRERA,39.88,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,03,CATAMARCA,DIPUTADOS,2,22,HACEMOS RENACER CATAMARCA,22.63,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,03,CATAMARCA,DIPUTADOS,3,11,FRENTE PATRIOTA FEDERAL,7.61,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,03,CATAMARCA,DIPUTADOS,4,19,PRIMERO CATAMARCA,5.05,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,03,CATAMARCA,DIPUTADOS,5,31,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,5.00,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,03,CATAMARCA,DIPUTADOS,6,18,FUERZA PATRIA,4.99,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,03,CATAMARCA,DIPUTADOS,7,45,SOMOS PROVINCIAS UNIDAS - CATAMARCA,4.96,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,03,CATAMARCA,DIPUTADOS,8,21,ALIANZA LA LIBERTAD AVANZA,4.92,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,03,CATAMARCA,DIPUTADOS,9,322,MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO - MID,4.91,77.04,default.png,2025-10-23T20:44:38Z
PROVINCIA,06,CHACO,DIPUTADOS,1,76,PARTIDO DIGNIDAD POPULAR,33.88,77.39,default.png,2025-10-23T20:44:38Z
PROVINCIA,06,CHACO,DIPUTADOS,2,77,PARTIDO POLO SOCIAL - MOVIMIENTO DE BASES,31.62,77.39,default.png,2025-10-23T20:44:38Z
PROVINCIA,06,CHACO,DIPUTADOS,3,78,UNIR,6.10,77.39,default.png,2025-10-23T20:44:38Z
PROVINCIA,06,CHACO,DIPUTADOS,4,70,PROYECTO SUR,4.15,77.39,default.png,2025-10-23T20:44:38Z
PROVINCIA,06,CHACO,DIPUTADOS,5,71,PARTIDO DEL OBRERO,4.13,77.39,default.png,2025-10-23T20:44:38Z
PROVINCIA,06,CHACO,DIPUTADOS,6,73,LA LIBERTAD AVANZA,4.05,77.39,default.png,2025-10-23T20:44:38Z
PROVINCIA,06,CHACO,DIPUTADOS,7,74,FRENTE INTEGRADOR,4.05,77.39,default.png,2025-10-23T20:44:38Z
PROVINCIA,06,CHACO,DIPUTADOS,8,75,VAMOS CHACO,3.99,77.39,default.png,2025-10-23T20:44:38Z
PROVINCIA,06,CHACO,DIPUTADOS,9,18,FUERZA PATRIA,3.99,77.39,default.png,2025-10-23T20:44:38Z
PROVINCIA,06,CHACO,DIPUTADOS,10,72,NEPAR,3.97,77.39,default.png,2025-10-23T20:44:38Z
PROVINCIA,07,CHUBUT,DIPUTADOS,1,2,GEN,33.39,79.23,default.png,2025-10-23T20:44:38Z
PROVINCIA,07,CHUBUT,DIPUTADOS,2,84,PARTIDO INDEPENDIENTE DE CHUBUT,25.20,79.23,default.png,2025-10-23T20:44:38Z
PROVINCIA,07,CHUBUT,DIPUTADOS,3,85,LA FUERZA DEL TRABAJO CHUBUTENSE,8.36,79.23,default.png,2025-10-23T20:44:38Z
PROVINCIA,07,CHUBUT,DIPUTADOS,4,79,PARTIDO LIBERTARIO,6.78,79.23,default.png,2025-10-23T20:44:38Z
PROVINCIA,07,CHUBUT,DIPUTADOS,5,81,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,6.73,79.23,default.png,2025-10-23T20:44:38Z
PROVINCIA,07,CHUBUT,DIPUTADOS,6,80,FRENTE UNIDOS PODEMOS,6.54,79.23,default.png,2025-10-23T20:44:38Z
PROVINCIA,07,CHUBUT,DIPUTADOS,7,86,DESPIERTA CHUBUT,6.49,79.23,default.png,2025-10-23T20:44:38Z
PROVINCIA,07,CHUBUT,DIPUTADOS,8,83,LA LIBERTAD AVANZA,6.46,79.23,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,1,55,ALIANZA CÓRDOBA TE QUIERO,36.54,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,2,53,FRENTE FEDERAL DE ACCIÓN SOLIDARIA,26.84,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,3,63,FE,15.81,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,4,64,ALIANZA PROVINCIAS UNIDAS,4.88,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,5,54,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL,1.14,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,6,119,PRO - PROPUESTA REPUBLICANA,1.13,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,7,52,ALIANZA ENCUENTRO POR LA REPÚBLICA,1.13,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,8,57,ACCIÓN PARA EL CAMBIO,1.13,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,9,62,MOVIMIENTO AVANZADA SOCIALISTA,1.13,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,10,56,PARTIDO DEMÓCRATA,1.12,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,11,248,ALIANZA FUERZA PATRIA,1.12,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,12,335,UNIÓN CÍVICA RADICAL,1.12,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,13,21,ALIANZA LA LIBERTAD AVANZA,1.12,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,14,59,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1.12,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,15,51,UNIÓN POPULAR FEDERAL,1.12,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,16,48,PARTIDO LIBERTARIO,1.12,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,17,365,DEFENDAMOS CÓRDOBA,1.12,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,04,CORDOBA,DIPUTADOS,18,50,ALIANZA CIUDADANOS,1.12,78.73,default.png,2025-10-23T20:44:38Z
PROVINCIA,05,CORRIENTES,DIPUTADOS,1,66,AHORA,38.69,78.90,default.png,2025-10-23T20:44:38Z
PROVINCIA,05,CORRIENTES,DIPUTADOS,2,67,CORRIENTES NOS UNE,26.78,78.90,default.png,2025-10-23T20:44:38Z
PROVINCIA,05,CORRIENTES,DIPUTADOS,3,69,LA LIBERTAD AVANZA,12.22,78.90,default.png,2025-10-23T20:44:38Z
PROVINCIA,05,CORRIENTES,DIPUTADOS,4,65,FUERZA PATRIA,11.32,78.90,default.png,2025-10-23T20:44:38Z
PROVINCIA,05,CORRIENTES,DIPUTADOS,5,68,VAMOS CORRIENTES,10.96,78.90,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,DIPUTADOS,1,272,NUEVA IZQUIERDA,38.72,73.76,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,DIPUTADOS,2,371,UNIÓN POPULAR FEDERAL,26.76,73.76,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,DIPUTADOS,3,94,ALIANZA LA LIBERTAD AVANZA,8.32,73.76,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,DIPUTADOS,4,375,FUERZA ENTRE RÍOS,6.65,73.76,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,DIPUTADOS,5,99,MOVIMIENTO AL SOCIALISMO,6.60,73.76,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,DIPUTADOS,6,274,AHORA 503,6.54,73.76,default.png,2025-10-23T20:44:38Z
PROVINCIA,08,ENTRE RIOS,DIPUTADOS,7,275,PARTIDO SOCIALISTA,6.37,73.76,default.png,2025-10-23T20:44:38Z
PROVINCIA,09,FORMOSA,DIPUTADOS,1,87,PRINCIPIOS Y CONVICCIÓN,38.71,80.02,default.png,2025-10-23T20:44:38Z
PROVINCIA,09,FORMOSA,DIPUTADOS,2,71,PARTIDO DEL OBRERO,26.74,80.02,default.png,2025-10-23T20:44:38Z
PROVINCIA,09,FORMOSA,DIPUTADOS,3,89,JUNTOS POR LA LIBERTAD Y LA REPÚBLICA,12.32,80.02,default.png,2025-10-23T20:44:38Z
PROVINCIA,09,FORMOSA,DIPUTADOS,4,21,ALIANZA LA LIBERTAD AVANZA,11.27,80.02,default.png,2025-10-23T20:44:38Z
PROVINCIA,09,FORMOSA,DIPUTADOS,5,88,FRENTE DE LA VICTORIA,10.93,80.02,default.png,2025-10-23T20:44:38Z
PROVINCIA,10,JUJUY,DIPUTADOS,1,9,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,38.68,78.45,default.png,2025-10-23T20:44:38Z
